seqnames,start,end,width,strand,name,Score,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME
chr12,50842464,50842964,501,*,BRCA_140529,3.343752387,Promoter (<=1kb),12,50842920,50887884,44965,1,283471,ENST00000551456.5,0,ENSG00000186452,TMPRSS12,transmembrane serine protease 12
chr12,65556660,65557160,501,*,BRCA_142013,3.34292338,Promoter (<=1kb),12,65556925,65560857,3933,1,105369808,ENST00000668827.1,0,,LOC105369808,uncharacterized LOC105369808
chr12,64758600,64759100,501,*,BRCA_141964,3.335161589,Promoter (<=1kb),12,64713449,64759406,45958,2,2799,ENST00000258145.8,306,ENSG00000135677,GNS,glucosamine (N-acetyl)-6-sulfatase
chr12,58087329,58087829,501,*,BRCA_141694,3.313769394,Promoter (<=1kb),12,58087892,58093362,5471,1,105369785,ENST00000548215.1,-63,ENSG00000257541,LINC02403,long intergenic non-protein coding RNA 2403
chr12,52847624,52848124,501,*,BRCA_140828,3.301528582,Promoter (<=1kb),12,52845996,52847953,1958,2,196374,ENST00000551581.1,0,ENSG00000170423,KRT78,keratin 78
chr12,65602453,65602953,501,*,BRCA_142014,3.293244406,Promoter (<=1kb),12,65602800,65614169,11370,1,105369807,ENST00000541391.2,0,,LINC02454,long intergenic non-protein coding RNA 2454
chr12,52494451,52494951,501,*,BRCA_140791,3.275313103,Promoter (1-2kb),12,52487176,52493257,6082,2,3853,ENST00000330722.7,-1194,ENSG00000205420,KRT6A,keratin 6A
chr12,132286774,132287274,501,*,BRCA_146803,3.264662633,Promoter (<=1kb),12,132283164,132286471,3308,2,50614,ENST00000540493.1,-303,ENSG00000182870,GALNT9,polypeptide N-acetylgalactosaminyltransferase 9
chr12,107092070,107092570,501,*,BRCA_144627,3.239878155,Promoter (<=1kb),12,107093298,107123314,30017,1,124903009,ENST00000547679.1,-728,,LOC124903009,uncharacterized LOC124903009
chr12,27780461,27780961,501,*,BRCA_139285,3.239013487,Promoter (<=1kb),12,27780867,27792143,11277,1,57542,ENST00000543254.1,0,ENSG00000087448,KLHL42,kelch like family member 42
chr12,49088167,49088667,501,*,BRCA_140322,3.226586087,Promoter (1-2kb),12,49090208,49093201,2994,1,105369759,ENST00000553174.1,-1541,,LOC105369759,uncharacterized LOC105369759
chr12,53099285,53099785,501,*,BRCA_140924,3.212164978,Promoter (<=1kb),12,53098924,53102340,3417,1,3489,ENST00000549628.1,361,ENSG00000167779,IGFBP6,insulin like growth factor binding protein 6
chr12,27973334,27973834,501,*,BRCA_139303,3.19736218,Promoter (<=1kb),12,27958084,27972733,14650,2,5744,ENST00000545234.6,-601,ENSG00000087494,PTHLH,parathyroid hormone like hormone
chr12,121860040,121860540,501,*,BRCA_146079,3.192421755,Promoter (1-2kb),12,121839527,121858859,19333,2,3242,ENST00000289004.8,-1181,ENSG00000158104,HPD,4-hydroxyphenylpyruvate dioxygenase
chr12,15002079,15002579,501,*,BRCA_138580,3.190552623,Promoter (<=1kb),12,15001787,15006999,5213,1,101928340,ENST00000542689.2,292,,LINC01489,long intergenic non-protein coding RNA 1489
chr12,54399231,54399731,501,*,BRCA_141179,3.176996088,Promoter (<=1kb),12,54395895,54399913,4019,2,3678,ENST00000547197.1,182,ENSG00000161638,ITGA5,integrin subunit alpha 5
chr12,93173981,93174481,501,*,BRCA_143661,3.148102958,Promoter (<=1kb),12,93174267,93180254,5988,1,102724933,ENST00000655403.1,0,,LINC02412,long intergenic non-protein coding RNA 2412
chr12,100267593,100268093,501,*,BRCA_144219,3.13105039,Promoter (<=1kb),12,100267249,100296807,29559,1,55681,ENST00000550067.1,344,ENSG00000136021,SCYL2,SCY1 like pseudokinase 2
chr12,2268887,2269387,501,*,BRCA_137045,3.123334516,Promoter (<=1kb),12,2269776,2288937,19162,1,100874370,ENST00000542680.1,-389,,CACNA1C-IT3,CACNA1C intronic transcript 3
chr12,4591160,4591660,501,*,BRCA_137284,3.123334516,Promoter (<=1kb),12,4590353,4592705,2353,1,8798,ENST00000536645.1,807,ENSG00000010219,DYRK4,dual specificity tyrosine phosphorylation regulated kinase 4
chr12,53999803,54000303,501,*,BRCA_141095,3.117476288,Promoter (<=1kb),12,53999022,54000010,989,2,100874363,ENST00000505700.1,0,ENSG00000250451,HOXC-AS1,HOXC cluster antisense RNA 1
chr12,4276851,4277351,501,*,BRCA_137270,3.11689667,Promoter (<=1kb),12,4248767,4276252,27486,2,103752584,ENST00000663068.1,-599,ENSG00000255920,CCND2-AS1,CCND2 antisense RNA 1
chr12,53972880,53973380,501,*,BRCA_141067,3.103925753,Promoter (<=1kb),12,53967269,53973014,5746,2,100124700,ENST00000698798.1,0,ENSG00000228630,HOTAIR,HOX transcript antisense RNA
chr12,10749934,10750434,501,*,BRCA_138026,3.089017226,Promoter (<=1kb),12,10750188,10777446,27259,1,101928162,ENST00000540188.2,0,ENSG00000256888,LINC02366,long intergenic non-protein coding RNA 2366
chr12,102917085,102917585,501,*,BRCA_144338,3.0778364,Promoter (<=1kb),12,102836889,102917244,80356,2,5053,ENST00000553106.6,0,ENSG00000171759,PAH,phenylalanine hydroxylase
chr12,10392304,10392804,501,*,BRCA_138001,3.076488452,Promoter (<=1kb),12,10373185,10391874,18690,2,22914,ENST00000396451.4,-430,ENSG00000213809,KLRK1,killer cell lectin like receptor K1
chr12,8567744,8568244,501,*,BRCA_137817,3.044667649,Promoter (<=1kb),12,8551853,8567939,16087,2,124902872,ENST00000688386.1,0,,LOC124902872,uncharacterized LOC124902872
chr12,24900899,24901399,501,*,BRCA_138988,3.03893813,Promoter (<=1kb),12,24814803,24902296,87494,2,586,ENST00000538118.5,897,ENSG00000060982,BCAT1,branched chain amino acid transaminase 1
chr12,53985339,53985839,501,*,BRCA_141081,3.032763896,Promoter (<=1kb),12,53983951,53985519,1569,2,100874365,ENST00000514702.1,0,ENSG00000251151,HOXC-AS3,HOXC cluster antisense RNA 3
chr12,49909736,49910236,501,*,BRCA_140415,3.025774131,Promoter (1-2kb),12,49908882,49911278,2397,2,283332,ENST00000546911.5,1042,ENSG00000258135,LINC02396,long intergenic non-protein coding RNA 2396
chr12,70609785,70610285,501,*,BRCA_142592,2.998504084,Promoter (<=1kb),12,70521403,70609843,88441,2,5787,ENST00000538708.5,0,ENSG00000127329,PTPRB,protein tyrosine phosphatase receptor type B
chr12,23949618,23950118,501,*,BRCA_138956,2.985338521,Promoter (<=1kb),12,23529504,23949670,420167,2,6660,ENST00000451604.7,0,ENSG00000134532,SOX5,SRY-box transcription factor 5
chr12,5945040,5945540,501,*,BRCA_137371,2.981401735,Promoter (<=1kb),12,5562654,5945228,382575,2,57101,ENST00000650848.1,0,ENSG00000047617,ANO2,anoctamin 2
chr12,123458292,123458792,501,*,BRCA_146298,2.968701506,Promoter (<=1kb),12,123458139,123466936,8798,1,11066,ENST00000526639.3,153,ENSG00000184209,SNRNP35,small nuclear ribonucleoprotein U11/U12 subunit 35
chr12,31118870,31119370,501,*,BRCA_139456,2.954226968,Promoter (<=1kb),12,31111651,31119116,7466,2,144203,ENST00000688821.1,0,ENSG00000177359,OVOS2,alpha-2-macroglobulin like 1 pseudogene
chr12,22626382,22626882,501,*,BRCA_138922,2.949589952,Promoter (<=1kb),12,22625551,22685226,59676,1,55500,ENST00000673406.1,831,ENSG00000139163,ETNK1,ethanolamine kinase 1
chr12,48787678,48788178,501,*,BRCA_140265,2.939224746,Promoter (<=1kb),12,48766198,48789037,22840,2,112,ENST00000550422.5,859,ENSG00000174233,ADCY6,adenylate cyclase 6
chr12,55742787,55743287,501,*,BRCA_141267,2.938669201,Promoter (<=1kb),12,55743122,55757264,14143,1,10220,ENST00000257868.10,0,ENSG00000135414,GDF11,growth differentiation factor 11
chr12,115600165,115600665,501,*,BRCA_145320,2.937425458,Promoter (1-2kb),12,115582061,115601721,19661,2,105370002,ENST00000551531.1,1056,,LOC105370002,uncharacterized LOC105370002
chr12,49336960,49337460,501,*,BRCA_140359,2.934834996,Promoter (<=1kb),12,49332409,49337188,4780,2,338761,ENST00000334221.5,0,ENSG00000186897,C1QL4,complement C1q like 4
chr12,8950907,8951407,501,*,BRCA_137869,2.905878822,Promoter (<=1kb),12,8950125,9010063,59939,1,10219,ENST00000538029.1,782,ENSG00000139187,KLRG1,killer cell lectin like receptor G1
chr12,27711298,27711798,501,*,BRCA_139279,2.897672514,Promoter (<=1kb),12,27710887,27737608,26722,1,60488,ENST00000542199.1,411,ENSG00000061794,MRPS35,mitochondrial ribosomal protein S35
chr12,57621679,57622179,501,*,BRCA_141561,2.883076021,Promoter (<=1kb),12,57621047,57622771,1725,1,65012,ENST00000463802.1,632,ENSG00000293429,SLC26A10P,"solute carrier family 26 member 10, pseudogene"
chr12,62603527,62604027,501,*,BRCA_141813,2.873453991,Promoter (<=1kb),12,62601751,62603690,1940,2,283416,ENST00000408887.3,0,ENSG00000221949,LINC01465,long intergenic non-protein coding RNA 1465
chr12,54648238,54648738,501,*,BRCA_141209,2.856678835,Promoter (<=1kb),12,54644589,54648365,3777,2,117159,ENST00000293371.11,0,ENSG00000161634,DCD,dermcidin
chr12,123364389,123364889,501,*,BRCA_146277,2.85377109,Promoter (<=1kb),12,123364764,123364843,80,2,102466877,ENST00000614241.1,0,ENSG00000284425,MIR8072,microRNA 8072
chr12,123253919,123254419,501,*,BRCA_146268,2.841152293,Promoter (<=1kb),12,123253390,123257571,4182,1,91574,ENST00000429587.2,529,ENSG00000130921,MTRFR,mitochondrial translation release factor in rescue
chr12,18700193,18700693,501,*,BRCA_138745,2.835002664,Promoter (<=1kb),12,18696191,18701590,5400,2,89869,ENST00000540515.1,897,ENSG00000139151,PLCZ1,phospholipase C zeta 1
chr12,15152769,15153269,501,*,BRCA_138588,2.831278333,Promoter (<=1kb),12,15151923,15155283,3361,1,100873980,ENST00000541243.1,846,ENSG00000255660,RERG-AS1,RERG antisense RNA 1
chr12,71639333,71639833,501,*,BRCA_142667,2.81719564,Promoter (<=1kb),12,71639355,71639483,129,1,124900332,ENST00000391159.1,0,ENSG00000212461,LOC124900332,small nucleolar RNA SNORA17
chr12,127822888,127823388,501,*,BRCA_146640,2.811646681,Promoter (1-2kb),12,127793527,127821183,27657,2,124903052,ENST00000541797.1,-1705,,LOC124903052,uncharacterized LOC124903052
chr12,116150009,116150509,501,*,BRCA_145395,2.809626741,Promoter (1-2kb),12,116148560,116148654,95,2,693205,ENST00000385232.1,-1355,ENSG00000207967,MIR620,microRNA 620
chr12,53939567,53940067,501,*,BRCA_141058,2.795631021,Promoter (<=1kb),12,53935328,53939643,4316,2,100874366,ENST00000512916.2,0,ENSG00000249641,HOXC13-AS,HOXC13 antisense RNA
chr12,119117904,119118404,501,*,BRCA_145720,2.765347691,Promoter (<=1kb),12,119031039,119116961,85923,2,105370022,ENST00000537730.1,-943,,LOC105370022,uncharacterized LOC105370022
chr12,108635530,108636030,501,*,BRCA_144722,2.758411619,Promoter (<=1kb),12,108635810,108635870,61,1,100616240,ENST00000635896.1,0,ENSG00000284388,MIR4496,microRNA 4496
chr12,52321332,52321832,501,*,BRCA_140765,2.743296145,Promoter (<=1kb),12,52314301,52321398,7098,2,3889,ENST00000293670.3,0,ENSG00000170523,KRT83,keratin 83
chr12,51470025,51470525,501,*,BRCA_140598,2.735555052,Promoter (<=1kb),12,51469069,51471580,2512,1,9498,ENST00000546663.1,956,ENSG00000050438,SLC4A8,solute carrier family 4 member 8
chr12,53997276,53997776,501,*,BRCA_141093,2.731733494,Promoter (<=1kb),12,53995208,53996785,1578,2,100874364,ENST00000513533.1,-491,ENSG00000250133,HOXC-AS2,HOXC cluster antisense RNA 2
chr12,57006331,57006831,501,*,BRCA_141443,2.730038962,Promoter (<=1kb),12,56998836,57006546,7711,2,9880,ENST00000300101.3,0,ENSG00000166860,ZBTB39,zinc finger and BTB domain containing 39
chr12,5431834,5432334,501,*,BRCA_137347,2.703246063,Promoter (<=1kb),12,5432112,5521536,89425,1,124902865,ENST00000535299.5,0,,LOC124902865,uncharacterized LOC124902865
chr12,56362616,56363116,501,*,BRCA_141380,2.693871298,Promoter (<=1kb),12,56360568,56362857,2290,2,319,ENST00000398189.4,0,ENSG00000175336,APOF,apolipoprotein F
chr12,76259607,76260107,501,*,BRCA_142850,2.67749045,Promoter (<=1kb),12,76259836,76305100,45265,1,105369848,ENST00000553247.2,0,ENSG00000257219,LNCOG,lncRNA osteogenesis associated
chr12,110688906,110689406,501,*,BRCA_144948,2.674945507,Promoter (<=1kb),12,110648686,110689115,40430,2,84329,ENST00000242607.13,0,ENSG00000122986,HVCN1,hydrogen voltage gated channel 1
chr12,10225340,10225840,501,*,BRCA_137986,2.649871034,Promoter (<=1kb),12,10226058,10314819,88762,1,3824,ENST00000544747.5,-218,ENSG00000134539,KLRD1,killer cell lectin like receptor D1
chr12,53441874,53442374,501,*,BRCA_140991,2.646473251,Promoter (<=1kb),12,53441795,53443277,1483,1,54458,ENST00000551365.1,79,ENSG00000205352,PRR13,proline rich 13
chr12,133129644,133130144,501,*,BRCA_146894,2.591977062,Promoter (<=1kb),12,133106830,133130273,23444,2,101060200,ENST00000650709.1,129,ENSG00000214029,ZNF891,zinc finger protein 891
chr12,112873798,112874298,501,*,BRCA_145109,2.590448326,Promoter (<=1kb),12,112873870,112883343,9474,1,22895,ENST00000552755.1,0,ENSG00000089169,RPH3A,rabphilin 3A
chr12,119334380,119334880,501,*,BRCA_145736,2.580930435,Promoter (<=1kb),12,119334712,119433636,98925,1,160777,ENST00000536742.5,0,ENSG00000183273,CCDC60,coiled-coil domain containing 60
chr12,53345112,53345612,501,*,BRCA_140975,2.572370644,Promoter (<=1kb),12,53328581,53345315,16735,2,121340,ENST00000547755.1,0,ENSG00000170374,SP7,Sp7 transcription factor
chr12,122610883,122611383,501,*,BRCA_146157,2.570551443,Promoter (<=1kb),12,122610861,122613669,2809,1,9735,ENST00000542727.1,22,ENSG00000184445,KNTC1,kinetochore associated 1
chr12,102950227,102950727,501,*,BRCA_144339,2.56779455,Promoter (<=1kb),12,102945959,102950845,4887,2,112267865,ENST00000550405.2,118,,LOC112267865,uncharacterized LOC112267865
chr12,49538726,49539226,501,*,BRCA_140371,2.561968136,Promoter (<=1kb),12,49539030,49558337,19308,1,23416,ENST00000257981.7,0,ENSG00000135519,KCNH3,potassium voltage-gated channel subfamily H member 3
chr12,113093011,113093511,501,*,BRCA_145130,2.557112761,Promoter (<=1kb),12,113093490,113094947,1458,1,1840,ENST00000553140.1,0,ENSG00000135144,DTX1,deltex E3 ubiquitin ligase 1
chr12,5013285,5013785,501,*,BRCA_137312,2.535297432,Promoter (<=1kb),12,5013654,5025590,11937,1,100507560,ENST00000638655.1,0,,LOC100507560,uncharacterized LOC100507560
chr12,109814721,109815221,501,*,BRCA_144841,2.535297432,Promoter (<=1kb),12,109783087,109814891,31805,2,59341,ENST00000418703.7,0,ENSG00000111199,TRPV4,transient receptor potential cation channel subfamily V member 4
chr12,56932778,56933278,501,*,BRCA_141434,2.533396348,Promoter (1-2kb),12,56923133,56934408,11276,2,121214,ENST00000293502.2,1130,ENSG00000170426,SDR9C7,short chain dehydrogenase/reductase family 9C member 7
chr12,80936390,80936890,501,*,BRCA_143027,2.518195448,Promoter (<=1kb),12,80935736,80935833,98,2,693203,ENST00000385287.1,-557,ENSG00000208022,MIR618,microRNA 618
chr12,76877929,76878429,501,*,BRCA_142885,2.512716106,Promoter (<=1kb),12,76878193,76880352,2160,1,124902971,ENST00000552426.1,0,,LOC124902971,uncharacterized LOC124902971
chr12,54126913,54127413,501,*,BRCA_141122,2.506404519,Promoter (<=1kb),12,54126213,54142493,16281,1,400043,ENST00000635070.1,700,ENSG00000250742,LINC02381,long intergenic non-protein coding RNA 2381
chr12,42326695,42327195,501,*,BRCA_139790,2.503063761,Promoter (<=1kb),12,42312102,42326257,14156,2,85437,ENST00000679269.1,-438,ENSG00000139168,ZCRB1,zinc finger CCHC-type and RNA binding motif containing 1
chr12,111034486,111034986,501,*,BRCA_144967,2.502305924,Promoter (<=1kb),12,111034165,111350554,316390,1,23316,ENST00000261726.11,321,ENSG00000111249,CUX2,cut like homeobox 2
chr12,67728345,67728845,501,*,BRCA_142203,2.489974588,Promoter (<=1kb),12,67709047,67729475,20429,2,101927901,ENST00000542219.1,630,ENSG00000255970,LINC02421,long intergenic non-protein coding RNA 2421
chr12,55019688,55020188,501,*,BRCA_141239,2.475564899,Promoter (<=1kb),12,55019974,55030017,10044,1,58158,ENST00000242994.4,0,ENSG00000123307,NEUROD4,neuronal differentiation 4
chr12,91001348,91001848,501,*,BRCA_143465,2.469813993,Promoter (<=1kb),12,90972556,91002469,29914,2,1833,ENST00000550203.1,621,ENSG00000083782,EPYC,epiphycan
chr12,68687188,68687688,501,*,BRCA_142291,2.468837908,Promoter (<=1kb),12,68687455,68742531,55077,1,57122,ENST00000539906.5,0,ENSG00000111581,NUP107,nucleoporin 107
chr12,51814190,51814690,501,*,BRCA_140612,2.463731862,Promoter (<=1kb),12,51813921,51814925,1005,2,112163659,ENST00000642069.2,235,ENSG00000284730,TMDD1,transmembrane and death domain 1
chr12,116738874,116739374,501,*,BRCA_145574,2.461639355,Promoter (<=1kb),12,116738338,116852941,114604,1,84900,ENST00000547718.5,536,ENSG00000135119,RNFT2,"ring finger protein, transmembrane 2"
chr12,12876925,12877425,501,*,BRCA_138338,2.459521751,Promoter (1-2kb),12,12875499,12876107,609,1,387841,ENST00000459725.1,1426,ENSG00000234498,RPL13AP20,ribosomal protein L13a pseudogene 20
chr12,57479695,57480195,501,*,BRCA_141526,2.459077549,Promoter (<=1kb),12,57472269,57479866,7598,2,64333,ENST00000393791.8,0,ENSG00000123329,ARHGAP9,Rho GTPase activating protein 9
chr12,4538026,4538526,501,*,BRCA_137279,2.450909724,Promoter (<=1kb),12,4487735,4538469,50735,2,57102,ENST00000261250.8,0,ENSG00000047621,FERRY3,FERRY endosomal RAB5 effector complex subunit 3
chr12,122395225,122395725,501,*,BRCA_146133,2.434838284,Promoter (<=1kb),12,122395542,122399618,4077,1,100507066,ENST00000539034.1,0,,CLIP1-AS1,CLIP1 antisense RNA 1
chr12,22136217,22136717,501,*,BRCA_138869,2.430429528,Promoter (1-2kb),12,22116629,22134851,18223,2,107984497,ENST00000637344.1,-1366,,SULT6B2P,"sulfotransferase family 6B member 2, pseudogene"
chr12,49914092,49914592,501,*,BRCA_140416,2.4263657,Promoter (<=1kb),12,49914717,49930324,15608,1,101927292,ENST00000658365.1,-125,ENSG00000257771,LINC02395,long intergenic non-protein coding RNA 2395
chr12,82473176,82473676,501,*,BRCA_143057,2.407321619,Promoter (<=1kb),12,82474499,82479236,4738,1,84190,ENST00000552741.5,-823,ENSG00000127720,METTL25,methyltransferase like 25
chr12,123973457,123973957,501,*,BRCA_146326,2.403113761,Promoter (<=1kb),12,123973485,124011703,38219,1,144348,ENST00000546098.5,0,ENSG00000179195,ZNF664,zinc finger protein 664
chr12,94832910,94833410,501,*,BRCA_143826,2.401975102,Promoter (<=1kb),12,94834147,94835158,1012,1,160313,ENST00000557173.1,-737,ENSG00000293230,KRT19P2,keratin 19 pseudogene 2
chr12,90575883,90576383,501,*,BRCA_143456,2.384081042,Promoter (<=1kb),12,90576402,90684224,107823,1,102724834,ENST00000656065.1,-19,,LINC02822,long intergenic non-protein coding RNA 2822
chr12,49896179,49896679,501,*,BRCA_140412,2.380113726,Promoter (<=1kb),12,49870573,49897069,26497,2,23017,ENST00000552863.5,390,ENSG00000135472,FAIM2,Fas apoptotic inhibitory molecule 2
chr12,50951061,50951561,501,*,BRCA_140533,2.379140382,Promoter (<=1kb),12,50952538,50970594,18057,1,613227,ENST00000695930.1,-977,ENSG00000214511,HIGD1C,HIG1 hypoxia inducible domain family member 1C
chr12,55842798,55843298,501,*,BRCA_141275,2.379140382,Promoter (<=1kb),12,55835433,55842936,7504,2,4327,ENST00000322569.9,0,ENSG00000123342,MMP19,matrix metallopeptidase 19
chr12,110934459,110934959,501,*,BRCA_144964,2.356649768,Promoter (<=1kb),12,110934590,110937451,2862,1,100131138,ENST00000658431.1,0,ENSG00000185847,LINC01405,long intergenic non-protein coding RNA 1405
chr12,95406520,95407020,501,*,BRCA_143869,2.355834708,Promoter (1-2kb),12,95388599,95405504,16906,2,105369917,ENST00000548194.1,-1016,,LOC105369917,uncharacterized LOC105369917
chr12,102481717,102482217,501,*,BRCA_144330,2.333875643,Promoter (<=1kb),12,102402328,102481744,79417,2,3479,ENST00000644491.1,0,ENSG00000017427,IGF1,insulin like growth factor 1
chr12,52832465,52832965,501,*,BRCA_140825,2.329384026,Promoter (1-2kb),12,52821408,52834311,12904,2,338785,ENST00000330553.6,1346,ENSG00000185640,KRT79,keratin 79
chr12,121580785,121581285,501,*,BRCA_146009,2.325815278,Promoter (<=1kb),12,121580792,121593504,12713,1,101928346,ENST00000541574.1,0,,KDM2B-DT,KDM2B divergent transcript
chr12,57216443,57216943,501,*,BRCA_141492,2.316917069,Promoter (<=1kb),12,57216794,57226449,9656,1,11247,ENST00000349394.6,0,ENSG00000182379,NXPH4,neurexophilin 4
chr12,53508496,53508996,501,*,BRCA_141005,2.31259445,Promoter (1-2kb),12,53506688,53507484,797,2,8620,ENST00000448979.4,-1012,ENSG00000139574,NPFF,neuropeptide FF-amide peptide precursor
chr12,114402882,114403382,501,*,BRCA_145206,2.293761187,Promoter (<=1kb),12,114366097,114403898,37802,2,6910,ENST00000526441.1,516,ENSG00000089225,TBX5,T-box transcription factor 5
chr12,585401,585901,501,*,BRCA_136835,2.291280269,Promoter (<=1kb),12,585693,586504,812,2,105369595,ENST00000538943.3,603,ENSG00000256020,LOC105369595,uncharacterized LOC105369595
chr12,21941086,21941586,501,*,BRCA_138856,2.290218702,Promoter (<=1kb),12,21797389,21941426,144038,2,10060,ENST00000261200.9,0,ENSG00000069431,ABCC9,ATP binding cassette subfamily C member 9
chr12,51905566,51906066,501,*,BRCA_140623,2.290218702,Promoter (<=1kb),12,51906908,51923361,16454,1,94,ENST00000551576.6,-842,ENSG00000139567,ACVRL1,activin A receptor like type 1
chr12,9166151,9166651,501,*,BRCA_137893,2.289515013,Promoter (<=1kb),12,9160433,9167497,7065,2,5858,ENST00000539983.5,846,ENSG00000126838,PZP,PZP alpha-2-macroglobulin like
chr12,388836,389336,501,*,BRCA_136788,2.284936832,Promoter (<=1kb),12,280057,389320,109264,2,5927,ENST00000399788.7,0,ENSG00000073614,KDM5A,lysine demethylase 5A
chr12,55829978,55830478,501,*,BRCA_141273,2.284936832,Promoter (<=1kb),12,55821751,55830558,8808,2,85406,ENST00000317287.5,80,ENSG00000135392,DNAJC14,DnaJ heat shock protein family (Hsp40) member C14
chr12,56468953,56469453,501,*,BRCA_141385,2.284936832,Promoter (<=1kb),12,56451269,56469153,17885,2,4284,ENST00000648442.1,0,ENSG00000135517,MIP,major intrinsic protein of lens fiber
chr12,80369195,80369695,501,*,BRCA_143008,2.281076468,Promoter (1-2kb),12,80367701,80370838,3138,1,283310,ENST00000550182.3,1494,ENSG00000165899,OTOGL,otogelin like
chr12,685311,685811,501,*,BRCA_136861,2.270042868,Promoter (1-2kb),12,674801,684127,9327,2,105369597,ENST00000541881.1,-1184,,LINC02455,long intergenic non-protein coding RNA 2455
chr12,117048116,117048616,501,*,BRCA_145620,2.253370202,Promoter (1-2kb),12,117038957,117046831,7875,2,54997,ENST00000549210.1,-1285,ENSG00000088992,TESC,tescalcin
chr12,25648382,25648882,501,*,BRCA_139040,2.249436055,Promoter (<=1kb),12,25497513,25648554,151042,2,160492,ENST00000445693.5,0,ENSG00000152936,LMNTD1,lamin tail domain containing 1
chr12,101042125,101042625,501,*,BRCA_144234,2.248071404,Promoter (<=1kb),12,101042380,101086813,44434,1,121601,ENST00000548940.1,0,ENSG00000151572,ANO4,anoctamin 4
chr12,118981148,118981648,501,*,BRCA_145712,2.247210894,Promoter (<=1kb),12,118981541,119163051,181511,1,84530,ENST00000267260.5,0,ENSG00000139767,SRRM4,serine/arginine repetitive matrix 4
chr12,31960052,31960552,501,*,BRCA_139540,2.244378392,Promoter (<=1kb),12,31959663,31970246,10584,1,55196,ENST00000535606.1,389,ENSG00000174718,RESF1,retroelement silencing factor 1
chr12,131165956,131166456,501,*,BRCA_146716,2.243079662,Promoter (<=1kb),12,131165011,131212931,47921,1,116437,ENST00000376678.6,945,ENSG00000204603,LINC01257,long intergenic non-protein coding RNA 1257
chr12,92702674,92703174,501,*,BRCA_143614,2.242091685,Promoter (<=1kb),12,92702843,92708547,5705,1,440107,ENST00000397833.3,0,ENSG00000187510,PLEKHG7,pleckstrin homology and RhoGEF domain containing G7
chr12,40158517,40159017,501,*,BRCA_139715,2.227828891,Promoter (1-2kb),12,40156599,40167707,11109,1,105369734,ENST00000669755.1,1918,,LINC02471,long intergenic non-protein coding RNA 2471
chr12,8066153,8066653,501,*,BRCA_137793,2.202092158,Promoter (<=1kb),12,8056844,8066359,9516,2,719,ENST00000307637.5,0,ENSG00000171860,C3AR1,complement C3a receptor 1
chr12,118376602,118377102,501,*,BRCA_145706,2.195269026,Promoter (<=1kb),12,118376555,118418033,41479,1,64426,ENST00000543473.2,47,ENSG00000111707,SUDS3,"SDS3 homolog, SIN3A corepressor complex component"
chr12,95879269,95879769,501,*,BRCA_143941,2.17745619,Promoter (<=1kb),12,95867048,95879671,12624,2,120935,ENST00000549876.5,0,ENSG00000165972,CCDC38,coiled-coil domain containing 38
chr12,1800532,1801032,501,*,BRCA_136985,2.142270648,Promoter (<=1kb),12,1800862,1807486,6625,1,105369602,ENST00000668721.1,0,,LOC105369602,uncharacterized LOC105369602
chr12,6444639,6445139,501,*,BRCA_137530,2.102858703,Promoter (<=1kb),12,6444955,6451713,6759,1,939,ENST00000266557.4,0,ENSG00000139193,CD27,CD27 molecule
chr12,130993815,130994315,501,*,BRCA_146712,2.092398883,Promoter (<=1kb),12,130990138,130993976,3839,2,105755954,ENST00000542980.1,0,,ADGRD1-AS1,ADGRD1 antisense RNA 1
chr12,42024104,42024604,501,*,BRCA_139767,2.092334197,Promoter (<=1kb),12,41951493,42024329,72837,2,105378247,ENST00000666044.1,0,,LOC105378247,uncharacterized LOC105378247
chr12,120368989,120369489,501,*,BRCA_145845,2.087459437,Promoter (<=1kb),12,120341330,120369164,27835,2,4440,ENST00000257552.7,0,ENSG00000135097,MSI1,musashi RNA binding protein 1
chr12,30754026,30754526,501,*,BRCA_139413,2.081960886,Promoter (<=1kb),12,30709553,30754514,44962,2,65981,ENST00000298892.9,0,ENSG00000110888,CAPRIN2,caprin family member 2
chr12,113403770,113404270,501,*,BRCA_145184,2.076249128,Promoter (<=1kb),12,113392445,113403887,11443,2,10993,ENST00000257549.9,0,ENSG00000135094,SDS,serine dehydratase
chr12,94459121,94459621,501,*,BRCA_143785,2.074528683,Promoter (<=1kb),12,94309993,94459678,149686,2,51134,ENST00000547232.5,57,ENSG00000173588,CEP83,centrosomal protein 83
chr12,107776101,107776601,501,*,BRCA_144672,2.067285053,Promoter (1-2kb),12,107774704,107776644,1941,1,121549,ENST00000342331.5,1397,ENSG00000187855,ASCL4,achaete-scute family bHLH transcription factor 4
chr12,6789254,6789754,501,*,BRCA_137615,2.061514779,Promoter (<=1kb),12,6789514,6814233,24720,1,920,ENST00000536610.5,0,ENSG00000010610,CD4,CD4 molecule
chr12,122774397,122774897,501,*,BRCA_146178,2.045077061,Promoter (<=1kb),12,122774526,122827211,52686,1,84660,ENST00000392441.8,0,ENSG00000130783,CCDC62,coiled-coil domain containing 62
chr12,5432669,5433169,501,*,BRCA_137348,2.041862654,Promoter (<=1kb),12,5433125,5494501,61377,1,4908,ENST00000543548.1,0,ENSG00000185652,NTF3,neurotrophin 3
